    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      3.60       2.85         -2184.895984      -1371042.929665             8.163271
      3.60       2.80         -2184.894103      -1371041.749319             9.343616
      3.60       2.75         -2184.895685      -1371042.742039             8.350896
      3.60       2.70         -2184.894548      -1371042.028561             9.064374
      3.60       2.65         -2184.892759      -1371040.905946            10.186989
      3.60       2.60         -2184.890828      -1371039.694226            11.398710
      3.60       2.55         -2184.888357      -1371038.143650            12.949286
      3.60       2.50         -2184.885980      -1371036.652060            14.440876
      3.60       2.45         -2184.882908      -1371034.724351            16.368585
      3.60       2.40         -2184.879741      -1371032.737028            18.355907
      3.60       2.35         -2184.878603      -1371032.022922            19.070013
      3.60       2.30         -2184.875176      -1371029.872447            21.220488
      3.60       2.25         -2184.871139      -1371027.339192            23.753744
      3.60       2.20         -2184.866908      -1371024.684199            26.408736
      3.60       2.15         -2184.862148      -1371021.697254            29.395681
      3.60       2.10         -2184.857200      -1371018.592337            32.500598
      3.60       2.05         -2184.853137      -1371016.042766            35.050169
      3.60       2.00         -2184.848187      -1371012.936594            38.156341
      3.60       1.95         -2184.842933      -1371009.639659            41.453276
      3.60       1.90         -2184.837779      -1371006.405476            44.687460
      3.60       1.85         -2184.834369      -1371004.265668            46.827267
      3.60       1.80         -2184.830904      -1371002.091348            49.001587
      3.60       1.75         -2184.827468      -1370999.935225            51.157710
      3.60       1.70         -2184.851506      -1371015.019298            36.073637
      3.60       1.65         -2184.849802      -1371013.950022            37.142913
      3.60       1.60         -2184.847434      -1371012.464080            38.628856
      3.60       1.55         -2184.844604      -1371010.688228            40.404708
      3.60       1.50         -2184.895301      -1371042.501076             8.591860
      3.55       3.95         -2184.906831      -1371049.736260             1.356675
      3.55       3.90         -2184.906957      -1371049.815326             1.277609
      3.55       3.85         -2184.907180      -1371049.955261             1.137675
      3.55       3.80         -2184.906941      -1371049.805286             1.287649
      3.55       3.75         -2184.906915      -1371049.788971             1.303965
      3.55       3.70         -2184.906908      -1371049.784578             1.308357
      3.55       3.65         -2184.906524      -1371049.543614             1.549321
      3.55       3.60         -2184.906249      -1371049.371049             1.721886
      3.55       3.55         -2184.906858      -1371049.753203             1.339733
      3.55       3.50         -2184.906580      -1371049.578755             1.514180
      3.55       3.45         -2184.906067      -1371049.256843             1.836093
      3.55       3.40         -2184.905495      -1371048.897907             2.195028
      3.55       3.35         -2184.904508      -1371048.278555             2.814380
      3.55       3.30         -2184.903851      -1371047.866282             3.226654
      3.55       3.25         -2184.903842      -1371047.860634             3.232301
      3.55       3.20         -2184.903160      -1371047.432673             3.660263
      3.55       3.15         -2184.902234      -1371046.851599             4.241337
      3.55       3.10         -2184.900815      -1371045.961163             5.131772
      3.55       3.05         -2184.899489      -1371045.129085             5.963850
      3.55       3.00         -2184.901191      -1371046.197106             4.895829
      3.55       2.95         -2184.900386      -1371045.691961             5.400974
      3.55       2.90         -2184.899372      -1371045.055667             6.037269
      3.55       2.85         -2184.898038      -1371044.218569             6.874366
      3.55       2.80         -2184.896555      -1371043.287972             7.804963
      3.55       2.75         -2184.894586      -1371042.052406             9.040529
      3.55       2.70         -2184.895402      -1371042.564454             8.528481
      3.55       2.65         -2184.893776      -1371041.544124             9.548812
